Time    S       E       I_NS    I_Sy    I_Sev   I_Crit  R       D      
11.8750 549.0000 3798.0000 3785.0000 1632.0000 95.0000 18.0000 118.0000  5.0000
11.9167 549.0000 3799.0000 3783.0000 1632.0000 98.0000 18.0000 116.0000  5.0000
11.9583 549.0000 3808.0000 3771.0000 1630.0000 100.0000 17.0000 120.0000  5.0000
12.0000 549.0000 3801.0000 3787.0000 1630.0000 100.0000 18.0000 110.0000  5.0000
12.0417 548.0000 3790.0000 3792.0000 1634.0000 100.0000 18.0000 113.0000  5.0000
12.0833 547.0000 3784.0000 3778.0000 1647.0000 100.0000 18.0000 121.0000  5.0000
12.1250 546.0000 3787.0000 3774.0000 1652.0000 104.0000 17.0000 114.0000  6.0000
12.1667 544.0000 3776.0000 3774.0000 1661.0000 104.0000 18.0000 117.0000  6.0000
12.2083 544.0000 3762.0000 3752.0000 1677.0000 102.0000 21.0000 136.0000  6.0000
12.2500 544.0000 3765.0000 3744.0000 1678.0000 105.0000 21.0000 137.0000  6.0000
12.2917 544.0000 3764.0000 3736.0000 1684.0000 106.0000 20.0000 140.0000  6.0000
12.3333 544.0000 3759.0000 3731.0000 1686.0000 111.0000 20.0000 143.0000  6.0000
12.3750 544.0000 3743.0000 3735.0000 1682.0000 112.0000 21.0000 157.0000  6.0000
12.4167 544.0000 3737.0000 3745.0000 1680.0000 113.0000 23.0000 152.0000  6.0000
12.4583 542.0000 3730.0000 3742.0000 1679.0000 115.0000 23.0000 163.0000  6.0000
12.5000 539.0000 3717.0000 3741.0000 1675.0000 118.0000 23.0000 181.0000  6.0000
12.5417 538.0000 3715.0000 3736.0000 1680.0000 119.0000 24.0000 182.0000  6.0000
12.5833 535.0000 3718.0000 3734.0000 1678.0000 123.0000 25.0000 181.0000  6.0000
12.6250 533.0000 3704.0000 3740.0000 1682.0000 126.0000 25.0000 184.0000  6.0000
12.6667 530.0000 3709.0000 3739.0000 1672.0000 127.0000 26.0000 191.0000  6.0000
12.7083 529.0000 3730.0000 3738.0000 1679.0000 125.0000 29.0000 164.0000  6.0000
12.7500 528.0000 3759.0000 3725.0000 1682.0000 128.0000 29.0000 143.0000  6.0000
12.7917 527.0000 3767.0000 3744.0000 1676.0000 132.0000 29.0000 119.0000  6.0000
12.8333 527.0000 3747.0000 3749.0000 1685.0000 136.0000 29.0000 121.0000  6.0000
12.8750 525.0000 3740.0000 3756.0000 1683.0000 138.0000 31.0000 121.0000  6.0000
12.9167 525.0000 3734.0000 3751.0000 1695.0000 140.0000 32.0000 117.0000  6.0000
12.9583 525.0000 3738.0000 3746.0000 1693.0000 139.0000 34.0000 119.0000  6.0000
13.0000 525.0000 3733.0000 3743.0000 1697.0000 142.0000 34.0000 120.0000  6.0000
13.0417 524.0000 3725.0000 3749.0000 1693.0000 145.0000 35.0000 123.0000  6.0000
13.0833 523.0000 3719.0000 3753.0000 1697.0000 145.0000 36.0000 121.0000  6.0000
13.1250 523.0000 3714.0000 3751.0000 1700.0000 148.0000 37.0000 121.0000  6.0000
13.1667 523.0000 3712.0000 3741.0000 1704.0000 149.0000 38.0000 127.0000  6.0000
13.2083 523.0000 3711.0000 3735.0000 1712.0000 150.0000 39.0000 124.0000  6.0000
13.2500 521.0000 3702.0000 3737.0000 1708.0000 151.0000 39.0000 136.0000  6.0000
13.2917 521.0000 3693.0000 3743.0000 1712.0000 154.0000 37.0000 134.0000  6.0000
13.3333 519.0000 3683.0000 3749.0000 1712.0000 155.0000 38.0000 138.0000  6.0000
13.3750 519.0000 3671.0000 3746.0000 1706.0000 160.0000 38.0000 154.0000  6.0000
13.4167 518.0000 3651.0000 3759.0000 1706.0000 163.0000 40.0000 157.0000  6.0000
13.4583 515.0000 3637.0000 3749.0000 1709.0000 167.0000 39.0000 177.0000  7.0000
13.5000 514.0000 3638.0000 3742.0000 1714.0000 168.0000 39.0000 177.0000  8.0000
13.5417 512.0000 3632.0000 3739.0000 1718.0000 170.0000 40.0000 181.0000  8.0000
13.5833 510.0000 3620.0000 3750.0000 1721.0000 173.0000 40.0000 178.0000  8.0000
13.6250 508.0000 3612.0000 3751.0000 1723.0000 174.0000 41.0000 183.0000  8.0000
13.6667 508.0000 3625.0000 3745.0000 1727.0000 178.0000 42.0000 167.0000  8.0000
13.7083 508.0000 3628.0000 3737.0000 1733.0000 176.0000 44.0000 166.0000  8.0000
13.7500 505.0000 3649.0000 3740.0000 1730.0000 174.0000 45.0000 149.0000  8.0000
13.7917 505.0000 3665.0000 3736.0000 1723.0000 177.0000 45.0000 141.0000  8.0000
13.8333 503.0000 3666.0000 3719.0000 1723.0000 182.0000 46.0000 153.0000  8.0000
13.8750 503.0000 3681.0000 3714.0000 1733.0000 180.0000 48.0000 133.0000  8.0000
13.9167 503.0000 3674.0000 3700.0000 1726.0000 184.0000 48.0000 157.0000  8.0000
13.9583 503.0000 3688.0000 3705.0000 1730.0000 182.0000 52.0000 132.0000  8.0000
14.0000 503.0000 3668.0000 3710.0000 1723.0000 183.0000 51.0000 154.0000  8.0000
14.0417 502.0000 3679.0000 3703.0000 1713.0000 182.0000 52.0000 161.0000  8.0000
14.0833 501.0000 3675.0000 3709.0000 1716.0000 183.0000 55.0000 153.0000  8.0000
14.1250 501.0000 3664.0000 3709.0000 1716.0000 184.0000 56.0000 162.0000  8.0000
14.1667 501.0000 3653.0000 3717.0000 1716.0000 186.0000 55.0000 164.0000  8.0000
14.2083 500.0000 3651.0000 3719.0000 1709.0000 186.0000 54.0000 171.0000 10.0000
14.2500 500.0000 3654.0000 3708.0000 1716.0000 188.0000 54.0000 170.0000 10.0000
14.2917 500.0000 3654.0000 3698.0000 1716.0000 191.0000 55.0000 176.0000 10.0000
14.3333 499.0000 3659.0000 3699.0000 1711.0000 195.0000 55.0000 172.0000 10.0000
14.3750 498.0000 3648.0000 3699.0000 1704.0000 201.0000 55.0000 185.0000 10.0000
14.4167 493.0000 3651.0000 3696.0000 1704.0000 205.0000 55.0000 186.0000 10.0000
14.4583 490.0000 3648.0000 3692.0000 1703.0000 207.0000 54.0000 195.0000 11.0000
14.5000 487.0000 3642.0000 3700.0000 1693.0000 209.0000 54.0000 204.0000 11.0000
14.5417 486.0000 3643.0000 3694.0000 1696.0000 210.0000 54.0000 206.0000 11.0000
14.5833 485.0000 3637.0000 3697.0000 1697.0000 212.0000 53.0000 207.0000 12.0000
14.6250 482.0000 3627.0000 3703.0000 1699.0000 215.0000 54.0000 208.0000 12.0000
14.6667 481.0000 3644.0000 3703.0000 1696.0000 214.0000 53.0000 197.0000 12.0000
14.7083 481.0000 3650.0000 3697.0000 1702.0000 215.0000 53.0000 190.0000 12.0000
14.7500 480.0000 3681.0000 3693.0000 1701.0000 217.0000 52.0000 164.0000 12.0000
14.7917 480.0000 3698.0000 3686.0000 1699.0000 219.0000 52.0000 153.0000 13.0000
14.8333 479.0000 3694.0000 3684.0000 1703.0000 224.0000 51.0000 151.0000 14.0000
14.8750 478.0000 3682.0000 3673.0000 1710.0000 225.0000 51.0000 166.0000 15.0000
14.9167 478.0000 3677.0000 3682.0000 1713.0000 225.0000 52.0000 158.0000 15.0000
14.9583 478.0000 3680.0000 3683.0000 1719.0000 228.0000 52.0000 145.0000 15.0000
15.0000 478.0000 3682.0000 3680.0000 1713.0000 232.0000 52.0000 148.0000 15.0000
15.0417 478.0000 3674.0000 3681.0000 1704.0000 237.0000 51.0000 159.0000 16.0000
15.0833 478.0000 3673.0000 3684.0000 1695.0000 242.0000 51.0000 161.0000 16.0000
15.1250 478.0000 3650.0000 3717.0000 1687.0000 244.0000 52.0000 155.0000 17.0000
15.1667 477.0000 3653.0000 3709.0000 1683.0000 246.0000 52.0000 162.0000 18.0000
15.2083 477.0000 3651.0000 3704.0000 1678.0000 245.0000 54.0000 172.0000 19.0000
15.2500 477.0000 3647.0000 3716.0000 1678.0000 244.0000 55.0000 164.0000 19.0000
15.2917 477.0000 3635.0000 3722.0000 1673.0000 248.0000 54.0000 172.0000 19.0000
15.3333 477.0000 3630.0000 3722.0000 1669.0000 250.0000 55.0000 178.0000 19.0000
15.3750 476.0000 3609.0000 3724.0000 1665.0000 257.0000 57.0000 193.0000 19.0000
15.4167 475.0000 3604.0000 3706.0000 1670.0000 259.0000 57.0000 210.0000 19.0000
15.4583 474.0000 3604.0000 3705.0000 1673.0000 258.0000 59.0000 208.0000 19.0000
15.5000 474.0000 3599.0000 3695.0000 1679.0000 257.0000 60.0000 217.0000 19.0000
15.5417 474.0000 3592.0000 3702.0000 1674.0000 257.0000 61.0000 221.0000 19.0000
15.5833 473.0000 3592.0000 3712.0000 1677.0000 259.0000 62.0000 206.0000 19.0000
15.6250 472.0000 3580.0000 3709.0000 1679.0000 265.0000 61.0000 215.0000 19.0000
15.6667 471.0000 3600.0000 3711.0000 1680.0000 266.0000 60.0000 192.0000 20.0000
15.7083 471.0000 3614.0000 3691.0000 1688.0000 266.0000 62.0000 188.0000 20.0000
15.7500 471.0000 3626.0000 3694.0000 1684.0000 269.0000 62.0000 174.0000 20.0000
15.7917 471.0000 3631.0000 3692.0000 1691.0000 272.0000 62.0000 160.0000 21.0000
15.8333 468.0000 3615.0000 3697.0000 1690.0000 270.0000 64.0000 175.0000 21.0000
15.8750 467.0000 3616.0000 3707.0000 1687.0000 272.0000 65.0000 165.0000 21.0000
15.9167 467.0000 3614.0000 3693.0000 1696.0000 271.0000 69.0000 169.0000 21.0000
15.9583 467.0000 3622.0000 3703.0000 1688.0000 273.0000 71.0000 155.0000 21.0000
16.0000 467.0000 3622.0000 3695.0000 1695.0000 274.0000 70.0000 155.0000 22.0000
16.0417 466.0000 3612.0000 3695.0000 1695.0000 278.0000 70.0000 162.0000 22.0000
16.0833 464.0000 3609.0000 3693.0000 1693.0000 279.0000 71.0000 169.0000 22.0000
16.1250 464.0000 3610.0000 3692.0000 1689.0000 280.0000 72.0000 171.0000 22.0000
16.1667 464.0000 3610.0000 3678.0000 1688.0000 284.0000 71.0000 182.0000 23.0000
16.2083 463.0000 3622.0000 3664.0000 1691.0000 286.0000 73.0000 178.0000 23.0000
16.2500 463.0000 3614.0000 3667.0000 1685.0000 285.0000 77.0000 186.0000 23.0000
16.2917 463.0000 3604.0000 3667.0000 1689.0000 285.0000 79.0000 189.0000 24.0000
16.3333 463.0000 3598.0000 3667.0000 1684.0000 289.0000 80.0000 194.0000 25.0000
16.3750 463.0000 3588.0000 3655.0000 1692.0000 290.0000 81.0000 206.0000 25.0000
16.4167 463.0000 3568.0000 3666.0000 1691.0000 290.0000 82.0000 215.0000 25.0000
16.4583 461.0000 3561.0000 3670.0000 1689.0000 295.0000 83.0000 216.0000 25.0000
16.5000 457.0000 3547.0000 3670.0000 1691.0000 296.0000 85.0000 229.0000 25.0000
16.5417 456.0000 3539.0000 3679.0000 1687.0000 298.0000 86.0000 230.0000 25.0000
16.5833 455.0000 3533.0000 3679.0000 1679.0000 300.0000 86.0000 243.0000 25.0000
16.6250 454.0000 3534.0000 3674.0000 1672.0000 307.0000 86.0000 248.0000 25.0000
16.6667 453.0000 3556.0000 3668.0000 1678.0000 310.0000 86.0000 224.0000 25.0000
16.7083 452.0000 3575.0000 3650.0000 1680.0000 313.0000 88.0000 217.0000 25.0000
16.7500 451.0000 3568.0000 3675.0000 1690.0000 313.0000 88.0000 190.0000 25.0000
16.7917 451.0000 3580.0000 3673.0000 1684.0000 320.0000 88.0000 178.0000 26.0000
16.8333 451.0000 3574.0000 3664.0000 1687.0000 320.0000 90.0000 188.0000 26.0000
16.8750 451.0000 3580.0000 3672.0000 1686.0000 321.0000 91.0000 173.0000 26.0000
16.9167 450.0000 3571.0000 3672.0000 1686.0000 318.0000 94.0000 182.0000 27.0000
16.9583 450.0000 3575.0000 3680.0000 1680.0000 320.0000 97.0000 171.0000 27.0000
17.0000 450.0000 3562.0000 3680.0000 1682.0000 328.0000 97.0000 174.0000 27.0000
17.0417 450.0000 3551.0000 3679.0000 1687.0000 327.0000 101.0000 178.0000 27.0000
17.0833 449.0000 3542.0000 3672.0000 1683.0000 335.0000 101.0000 191.0000 27.0000
17.1250 448.0000 3544.0000 3682.0000 1678.0000 334.0000 102.0000 184.0000 28.0000
17.1667 448.0000 3539.0000 3687.0000 1670.0000 337.0000 103.0000 188.0000 28.0000
17.2083 448.0000 3535.0000 3690.0000 1670.0000 336.0000 103.0000 189.0000 29.0000
17.2500 447.0000 3540.0000 3676.0000 1663.0000 333.0000 108.0000 204.0000 29.0000
17.2917 447.0000 3545.0000 3674.0000 1668.0000 336.0000 109.0000 192.0000 29.0000
17.3333 447.0000 3547.0000 3661.0000 1671.0000 337.0000 108.0000 198.0000 31.0000
17.3750 446.0000 3543.0000 3652.0000 1674.0000 333.0000 108.0000 213.0000 31.0000
17.4167 445.0000 3538.0000 3646.0000 1678.0000 331.0000 110.0000 221.0000 31.0000
17.4583 443.0000 3530.0000 3652.0000 1670.0000 335.0000 110.0000 229.0000 31.0000
17.5000 439.0000 3522.0000 3647.0000 1674.0000 329.0000 116.0000 242.0000 31.0000
17.5417 438.0000 3513.0000 3651.0000 1678.0000 324.0000 122.0000 243.0000 31.0000
17.5833 436.0000 3512.0000 3655.0000 1681.0000 324.0000 122.0000 239.0000 31.0000
17.6250 435.0000 3507.0000 3649.0000 1676.0000 329.0000 121.0000 252.0000 31.0000
17.6667 434.0000 3514.0000 3652.0000 1682.0000 324.0000 123.0000 239.0000 32.0000
17.7083 434.0000 3524.0000 3650.0000 1682.0000 323.0000 125.0000 229.0000 33.0000
17.7500 434.0000 3559.0000 3637.0000 1683.0000 329.0000 126.0000 199.0000 33.0000
17.7917 433.0000 3575.0000 3629.0000 1690.0000 329.0000 123.0000 186.0000 35.0000
17.8333 430.0000 3583.0000 3618.0000 1689.0000 328.0000 120.0000 196.0000 36.0000
17.8750 429.0000 3579.0000 3621.0000 1697.0000 326.0000 121.0000 190.0000 37.0000
17.9167 429.0000 3573.0000 3627.0000 1700.0000 331.0000 117.0000 182.0000 41.0000
17.9583 429.0000 3567.0000 3626.0000 1705.0000 333.0000 116.0000 182.0000 42.0000
18.0000 429.0000 3568.0000 3627.0000 1703.0000 338.0000 116.0000 176.0000 43.0000
18.0417 429.0000 3560.0000 3617.0000 1709.0000 338.0000 117.0000 186.0000 44.0000
18.0833 429.0000 3548.0000 3618.0000 1712.0000 341.0000 117.0000 191.0000 44.0000
18.1250 429.0000 3550.0000 3623.0000 1711.0000 345.0000 117.0000 181.0000 44.0000
18.1667 429.0000 3546.0000 3618.0000 1721.0000 342.0000 117.0000 183.0000 44.0000
18.2083 429.0000 3547.0000 3612.0000 1714.0000 345.0000 116.0000 192.0000 45.0000
18.2500 429.0000 3535.0000 3619.0000 1713.0000 345.0000 119.0000 194.0000 46.0000
18.2917 426.0000 3526.0000 3625.0000 1710.0000 344.0000 120.0000 203.0000 46.0000
18.3333 426.0000 3530.0000 3615.0000 1714.0000 349.0000 118.0000 202.0000 46.0000
18.3750 423.0000 3515.0000 3615.0000 1722.0000 353.0000 118.0000 208.0000 46.0000
18.4167 422.0000 3504.0000 3619.0000 1716.0000 358.0000 118.0000 216.0000 47.0000
18.4583 422.0000 3505.0000 3601.0000 1731.0000 359.0000 118.0000 216.0000 48.0000
18.5000 418.0000 3497.0000 3595.0000 1740.0000 354.0000 121.0000 227.0000 48.0000
18.5417 418.0000 3488.0000 3604.0000 1742.0000 356.0000 121.0000 222.0000 49.0000
18.5833 418.0000 3490.0000 3580.0000 1754.0000 352.0000 123.0000 232.0000 51.0000
18.6250 417.0000 3470.0000 3597.0000 1749.0000 354.0000 124.0000 238.0000 51.0000
18.6667 416.0000 3483.0000 3588.0000 1747.0000 357.0000 124.0000 233.0000 52.0000
18.7083 415.0000 3483.0000 3592.0000 1752.0000 354.0000 126.0000 225.0000 53.0000
18.7500 415.0000 3502.0000 3577.0000 1758.0000 355.0000 128.0000 212.0000 53.0000
18.7917 414.0000 3511.0000 3582.0000 1760.0000 356.0000 127.0000 195.0000 55.0000
18.8333 411.0000 3503.0000 3578.0000 1771.0000 358.0000 125.0000 197.0000 57.0000
18.8750 409.0000 3498.0000 3574.0000 1778.0000 356.0000 125.0000 202.0000 58.0000
18.9167 409.0000 3497.0000 3573.0000 1774.0000 357.0000 129.0000 203.0000 58.0000
18.9583 409.0000 3501.0000 3573.0000 1775.0000 357.0000 130.0000 196.0000 59.0000
19.0000 409.0000 3490.0000 3573.0000 1782.0000 359.0000 131.0000 197.0000 59.0000
19.0417 409.0000 3491.0000 3566.0000 1784.0000 360.0000 132.0000 199.0000 59.0000
19.0833 409.0000 3484.0000 3569.0000 1776.0000 363.0000 134.0000 206.0000 59.0000
19.1250 407.0000 3489.0000 3559.0000 1786.0000 366.0000 134.0000 200.0000 59.0000
19.1667 407.0000 3470.0000 3551.0000 1788.0000 370.0000 133.0000 220.0000 61.0000
19.2083 407.0000 3485.0000 3549.0000 1779.0000 373.0000 132.0000 214.0000 61.0000
19.2500 406.0000 3486.0000 3545.0000 1789.0000 377.0000 134.0000 202.0000 61.0000
19.2917 405.0000 3478.0000 3549.0000 1785.0000 382.0000 137.0000 203.0000 61.0000
19.3333 405.0000 3468.0000 3539.0000 1790.0000 382.0000 136.0000 219.0000 61.0000
19.3750 404.0000 3460.0000 3521.0000 1794.0000 379.0000 135.0000 244.0000 63.0000
19.4167 404.0000 3463.0000 3524.0000 1795.0000 380.0000 135.0000 235.0000 64.0000
19.4583 402.0000 3461.0000 3516.0000 1795.0000 384.0000 136.0000 242.0000 64.0000
19.5000 400.0000 3445.0000 3529.0000 1782.0000 389.0000 136.0000 254.0000 65.0000
19.5417 400.0000 3430.0000 3523.0000 1780.0000 393.0000 140.0000 268.0000 66.0000
19.5833 398.0000 3426.0000 3529.0000 1779.0000 396.0000 140.0000 265.0000 67.0000
19.6250 396.0000 3413.0000 3534.0000 1784.0000 397.0000 141.0000 268.0000 67.0000
19.6667 395.0000 3426.0000 3531.0000 1782.0000 400.0000 140.0000 258.0000 68.0000
19.7083 395.0000 3437.0000 3534.0000 1773.0000 401.0000 145.0000 246.0000 69.0000
19.7500 395.0000 3455.0000 3527.0000 1777.0000 401.0000 148.0000 228.0000 69.0000
19.7917 393.0000 3482.0000 3521.0000 1771.0000 402.0000 147.0000 211.0000 73.0000
19.8333 392.0000 3479.0000 3531.0000 1765.0000 402.0000 148.0000 210.0000 73.0000
19.8750 392.0000 3485.0000 3532.0000 1758.0000 401.0000 152.0000 206.0000 74.0000
19.9167 392.0000 3486.0000 3533.0000 1760.0000 401.0000 153.0000 201.0000 74.0000
19.9583 391.0000 3487.0000 3525.0000 1764.0000 403.0000 153.0000 202.0000 75.0000
20.0000 390.0000 3493.0000 3526.0000 1758.0000 408.0000 152.0000 198.0000 75.0000
20.0417 390.0000 3485.0000 3526.0000 1765.0000 409.0000 158.0000 192.0000 75.0000
20.0833 389.0000 3466.0000 3535.0000 1763.0000 408.0000 163.0000 201.0000 75.0000
20.1250 388.0000 3455.0000 3538.0000 1763.0000 408.0000 162.0000 210.0000 76.0000
20.1667 388.0000 3448.0000 3530.0000 1760.0000 410.0000 163.0000 224.0000 77.0000
20.2083 387.0000 3446.0000 3522.0000 1765.0000 415.0000 163.0000 224.0000 78.0000
20.2500 387.0000 3431.0000 3530.0000 1772.0000 419.0000 165.0000 218.0000 78.0000
20.2917 386.0000 3419.0000 3533.0000 1770.0000 420.0000 164.0000 229.0000 79.0000
20.3333 386.0000 3405.0000 3532.0000 1770.0000 421.0000 166.0000 239.0000 81.0000
20.3750 386.0000 3396.0000 3524.0000 1765.0000 422.0000 165.0000 260.0000 82.0000
20.4167 383.0000 3398.0000 3520.0000 1765.0000 421.0000 165.0000 265.0000 83.0000
20.4583 379.0000 3401.0000 3511.0000 1763.0000 425.0000 163.0000 274.0000 84.0000
20.5000 378.0000 3390.0000 3514.0000 1766.0000 425.0000 162.0000 281.0000 84.0000
20.5417 377.0000 3395.0000 3516.0000 1764.0000 426.0000 163.0000 275.0000 84.0000
20.5833 375.0000 3399.0000 3521.0000 1757.0000 423.0000 164.0000 276.0000 85.0000
20.6250 375.0000 3397.0000 3523.0000 1759.0000 418.0000 164.0000 278.0000 86.0000
20.6667 374.0000 3405.0000 3532.0000 1750.0000 411.0000 168.0000 274.0000 86.0000
20.7083 374.0000 3422.0000 3533.0000 1745.0000 411.0000 173.0000 256.0000 86.0000
20.7500 372.0000 3431.0000 3534.0000 1741.0000 415.0000 173.0000 247.0000 87.0000
20.7917 372.0000 3458.0000 3532.0000 1740.0000 410.0000 175.0000 225.0000 88.0000
20.8333 371.0000 3459.0000 3530.0000 1747.0000 413.0000 173.0000 217.0000 90.0000
20.8750 371.0000 3461.0000 3534.0000 1747.0000 407.0000 175.0000 215.0000 90.0000
20.9167 371.0000 3458.0000 3532.0000 1746.0000 406.0000 180.0000 216.0000 91.0000
20.9583 370.0000 3451.0000 3531.0000 1746.0000 408.0000 181.0000 222.0000 91.0000
21.0000 370.0000 3447.0000 3538.0000 1741.0000 413.0000 184.0000 215.0000 92.0000
21.0417 369.0000 3436.0000 3541.0000 1742.0000 418.0000 183.0000 217.0000 94.0000
21.0833 369.0000 3426.0000 3539.0000 1745.0000 418.0000 185.0000 223.0000 95.0000
21.1250 368.0000 3431.0000 3536.0000 1739.0000 420.0000 187.0000 223.0000 96.0000
21.1667 368.0000 3422.0000 3550.0000 1736.0000 425.0000 186.0000 216.0000 97.0000
21.2083 368.0000 3400.0000 3555.0000 1736.0000 431.0000 186.0000 227.0000 97.0000
21.2500 368.0000 3395.0000 3552.0000 1735.0000 431.0000 185.0000 237.0000 97.0000
21.2917 368.0000 3402.0000 3549.0000 1724.0000 440.0000 185.0000 234.0000 98.0000
21.3333 367.0000 3394.0000 3540.0000 1722.0000 442.0000 185.0000 250.0000 100.0000
21.3750 367.0000 3393.0000 3520.0000 1721.0000 448.0000 187.0000 263.0000 101.0000
21.4167 367.0000 3391.0000 3522.0000 1723.0000 447.0000 189.0000 260.0000 101.0000
21.4583 366.0000 3385.0000 3525.0000 1724.0000 450.0000 189.0000 260.0000 101.0000
21.5000 363.0000 3371.0000 3521.0000 1737.0000 449.0000 190.0000 266.0000 103.0000
21.5417 363.0000 3373.0000 3520.0000 1733.0000 452.0000 191.0000 265.0000 103.0000
21.5833 363.0000 3369.0000 3512.0000 1734.0000 455.0000 191.0000 272.0000 104.0000
21.6250 362.0000 3357.0000 3514.0000 1738.0000 453.0000 191.0000 281.0000 104.0000
21.6667 362.0000 3363.0000 3522.0000 1732.0000 453.0000 193.0000 271.0000 104.0000
21.7083 360.0000 3367.0000 3515.0000 1748.0000 456.0000 194.0000 256.0000 104.0000
21.7500 360.0000 3396.0000 3495.0000 1767.0000 453.0000 197.0000 228.0000 104.0000
21.7917 360.0000 3390.0000 3507.0000 1756.0000 456.0000 196.0000 230.0000 105.0000
21.8333 360.0000 3386.0000 3508.0000 1754.0000 459.0000 193.0000 232.0000 108.0000
21.8750 360.0000 3392.0000 3509.0000 1749.0000 457.0000 193.0000 231.0000 109.0000
21.9167 359.0000 3390.0000 3498.0000 1748.0000 462.0000 193.0000 239.0000 111.0000
21.9583 359.0000 3406.0000 3489.0000 1743.0000 467.0000 194.0000 231.0000 111.0000
22.0000 358.0000 3411.0000 3493.0000 1738.0000 470.0000 196.0000 223.0000 111.0000
22.0417 358.0000 3411.0000 3485.0000 1742.0000 472.0000 192.0000 228.0000 112.0000
22.0833 357.0000 3393.0000 3504.0000 1733.0000 474.0000 192.0000 235.0000 112.0000
22.1250 357.0000 3392.0000 3489.0000 1738.0000 476.0000 190.0000 243.0000 115.0000
22.1667 357.0000 3397.0000 3481.0000 1747.0000 479.0000 192.0000 231.0000 116.0000
22.2083 357.0000 3388.0000 3482.0000 1751.0000 476.0000 197.0000 233.0000 116.0000
22.2500 357.0000 3378.0000 3480.0000 1749.0000 477.0000 196.0000 247.0000 116.0000
22.2917 356.0000 3375.0000 3482.0000 1749.0000 480.0000 194.0000 247.0000 117.0000
22.3333 356.0000 3377.0000 3479.0000 1747.0000 483.0000 196.0000 243.0000 119.0000
22.3750 356.0000 3376.0000 3459.0000 1747.0000 482.0000 195.0000 265.0000 120.0000
22.4167 356.0000 3377.0000 3459.0000 1743.0000 488.0000 195.0000 262.0000 120.0000
22.4583 354.0000 3380.0000 3461.0000 1743.0000 486.0000 195.0000 260.0000 121.0000
22.5000 353.0000 3375.0000 3459.0000 1748.0000 481.0000 199.0000 263.0000 122.0000
22.5417 353.0000 3367.0000 3461.0000 1742.0000 483.0000 199.0000 271.0000 124.0000
22.5833 352.0000 3364.0000 3455.0000 1751.0000 482.0000 201.0000 271.0000 124.0000
22.6250 352.0000 3363.0000 3458.0000 1742.0000 486.0000 200.0000 274.0000 125.0000
22.6667 351.0000 3363.0000 3456.0000 1744.0000 494.0000 199.0000 268.0000 125.0000
22.7083 349.0000 3376.0000 3454.0000 1745.0000 496.0000 200.0000 254.0000 126.0000
22.7500 348.0000 3383.0000 3462.0000 1751.0000 497.0000 200.0000 232.0000 127.0000
22.7917 347.0000 3390.0000 3458.0000 1746.0000 499.0000 201.0000 231.0000 128.0000
22.8333 346.0000 3401.0000 3452.0000 1747.0000 501.0000 200.0000 223.0000 130.0000
22.8750 346.0000 3401.0000 3447.0000 1744.0000 501.0000 203.0000 228.0000 130.0000
22.9167 346.0000 3406.0000 3453.0000 1738.0000 509.0000 202.0000 213.0000 133.0000
22.9583 345.0000 3407.0000 3445.0000 1745.0000 507.0000 199.0000 217.0000 135.0000
23.0000 345.0000 3409.0000 3432.0000 1758.0000 503.0000 200.0000 218.0000 135.0000
23.0417 344.0000 3413.0000 3420.0000 1763.0000 509.0000 201.0000 214.0000 136.0000
23.0833 344.0000 3406.0000 3411.0000 1763.0000 510.0000 201.0000 226.0000 139.0000
23.1250 344.0000 3397.0000 3425.0000 1757.0000 512.0000 201.0000 224.0000 140.0000
23.1667 344.0000 3386.0000 3429.0000 1754.0000 518.0000 198.0000 230.0000 141.0000
23.2083 344.0000 3380.0000 3426.0000 1752.0000 520.0000 198.0000 238.0000 142.0000
23.2500 344.0000 3387.0000 3421.0000 1752.0000 520.0000 197.0000 236.0000 143.0000
23.2917 344.0000 3379.0000 3429.0000 1754.0000 516.0000 198.0000 236.0000 144.0000
23.3333 344.0000 3370.0000 3421.0000 1762.0000 511.0000 199.0000 249.0000 144.0000
23.3750 343.0000 3369.0000 3403.0000 1771.0000 508.0000 201.0000 261.0000 144.0000
23.4167 343.0000 3351.0000 3397.0000 1767.0000 510.0000 202.0000 285.0000 145.0000
23.4583 340.0000 3360.0000 3392.0000 1764.0000 517.0000 201.0000 281.0000 145.0000
23.5000 339.0000 3361.0000 3384.0000 1746.0000 527.0000 201.0000 296.0000 146.0000
23.5417 338.0000 3361.0000 3388.0000 1743.0000 530.0000 198.0000 294.0000 148.0000
23.5833 337.0000 3363.0000 3377.0000 1753.0000 533.0000 196.0000 292.0000 149.0000
23.6250 336.0000 3332.0000 3400.0000 1745.0000 537.0000 196.0000 304.0000 150.0000
23.6667 336.0000 3346.0000 3404.0000 1752.0000 535.0000 195.0000 281.0000 151.0000
23.7083 335.0000 3353.0000 3413.0000 1741.0000 543.0000 198.0000 266.0000 151.0000
23.7500 333.0000 3380.0000 3402.0000 1744.0000 549.0000 195.0000 243.0000 154.0000
23.7917 333.0000 3398.0000 3404.0000 1742.0000 554.0000 197.0000 217.0000 155.0000
23.8333 333.0000 3378.0000 3409.0000 1740.0000 556.0000 197.0000 231.0000 156.0000
23.8750 333.0000 3378.0000 3416.0000 1741.0000 554.0000 201.0000 221.0000 156.0000
23.9167 333.0000 3382.0000 3410.0000 1741.0000 561.0000 202.0000 215.0000 156.0000
