Time    S       E       I_NS    I_Sy    I_Sev   I_Crit  R       D      
36.0417 251.0000 3052.0000 3097.0000 1688.0000 758.0000 317.0000 261.0000 576.0000
36.0833 251.0000 3047.0000 3113.0000 1683.0000 759.0000 321.0000 249.0000 577.0000
36.1250 251.0000 3028.0000 3121.0000 1685.0000 763.0000 320.0000 254.0000 578.0000
36.1667 251.0000 3013.0000 3124.0000 1694.0000 758.0000 320.0000 259.0000 581.0000
36.2083 251.0000 3000.0000 3130.0000 1690.0000 755.0000 321.0000 270.0000 583.0000
36.2500 251.0000 2996.0000 3131.0000 1690.0000 758.0000 319.0000 272.0000 583.0000
36.2917 251.0000 2994.0000 3133.0000 1682.0000 758.0000 319.0000 278.0000 585.0000
36.3333 251.0000 2999.0000 3119.0000 1702.0000 755.0000 319.0000 268.0000 587.0000
36.3750 251.0000 2991.0000 3118.0000 1706.0000 754.0000 323.0000 270.0000 587.0000
36.4167 251.0000 2983.0000 3118.0000 1699.0000 760.0000 322.0000 279.0000 588.0000
36.4583 251.0000 2975.0000 3108.0000 1700.0000 761.0000 322.0000 293.0000 590.0000
36.5000 251.0000 2979.0000 3104.0000 1689.0000 766.0000 321.0000 298.0000 592.0000
36.5417 251.0000 2968.0000 3111.0000 1690.0000 769.0000 320.0000 297.0000 594.0000
36.5833 251.0000 2965.0000 3116.0000 1687.0000 766.0000 322.0000 295.0000 598.0000
36.6250 251.0000 2961.0000 3121.0000 1688.0000 759.0000 324.0000 295.0000 601.0000
36.6667 251.0000 2965.0000 3111.0000 1690.0000 760.0000 326.0000 296.0000 601.0000
36.7083 251.0000 2981.0000 3113.0000 1690.0000 755.0000 330.0000 279.0000 601.0000
36.7500 251.0000 3000.0000 3107.0000 1684.0000 756.0000 329.0000 272.0000 601.0000
36.7917 251.0000 3014.0000 3109.0000 1684.0000 758.0000 328.0000 254.0000 602.0000
36.8333 250.0000 3004.0000 3110.0000 1689.0000 757.0000 327.0000 259.0000 604.0000
36.8750 250.0000 3003.0000 3110.0000 1686.0000 752.0000 331.0000 262.0000 606.0000
36.9167 250.0000 2994.0000 3123.0000 1680.0000 753.0000 326.0000 264.0000 610.0000
36.9583 250.0000 3007.0000 3120.0000 1677.0000 752.0000 322.0000 257.0000 615.0000
37.0000 250.0000 3014.0000 3111.0000 1669.0000 754.0000 324.0000 259.0000 619.0000
37.0417 250.0000 3016.0000 3110.0000 1664.0000 752.0000 329.0000 259.0000 620.0000
37.0833 250.0000 3007.0000 3111.0000 1662.0000 755.0000 332.0000 263.0000 620.0000
37.1250 250.0000 3002.0000 3099.0000 1677.0000 750.0000 335.0000 266.0000 621.0000
37.1667 250.0000 2988.0000 3101.0000 1668.0000 758.0000 338.0000 276.0000 621.0000
37.2083 250.0000 2988.0000 3091.0000 1662.0000 763.0000 338.0000 285.0000 623.0000
37.2500 250.0000 2996.0000 3072.0000 1668.0000 758.0000 334.0000 292.0000 630.0000
37.2917 250.0000 3001.0000 3072.0000 1664.0000 760.0000 332.0000 290.0000 631.0000
37.3333 250.0000 3006.0000 3063.0000 1670.0000 759.0000 335.0000 284.0000 633.0000
37.3750 250.0000 2986.0000 3073.0000 1667.0000 762.0000 333.0000 294.0000 635.0000
37.4167 250.0000 2978.0000 3069.0000 1661.0000 767.0000 331.0000 306.0000 638.0000
37.4583 250.0000 2957.0000 3072.0000 1664.0000 766.0000 329.0000 321.0000 641.0000
37.5000 250.0000 2947.0000 3081.0000 1661.0000 761.0000 332.0000 327.0000 641.0000
37.5417 250.0000 2940.0000 3090.0000 1653.0000 757.0000 337.0000 332.0000 641.0000
37.5833 250.0000 2936.0000 3080.0000 1660.0000 759.0000 336.0000 338.0000 641.0000
37.6250 250.0000 2925.0000 3084.0000 1662.0000 760.0000 338.0000 339.0000 642.0000
37.6667 250.0000 2949.0000 3087.0000 1656.0000 762.0000 337.0000 316.0000 643.0000
37.7083 250.0000 2957.0000 3071.0000 1670.0000 756.0000 337.0000 314.0000 645.0000
37.7500 250.0000 2972.0000 3086.0000 1666.0000 755.0000 338.0000 286.0000 647.0000
37.7917 250.0000 2983.0000 3088.0000 1660.0000 760.0000 335.0000 274.0000 650.0000
37.8333 250.0000 2982.0000 3085.0000 1659.0000 765.0000 333.0000 273.0000 653.0000
37.8750 250.0000 2980.0000 3082.0000 1666.0000 764.0000 334.0000 269.0000 655.0000
37.9167 250.0000 2977.0000 3084.0000 1666.0000 773.0000 335.0000 259.0000 656.0000
37.9583 249.0000 2972.0000 3087.0000 1666.0000 775.0000 333.0000 262.0000 656.0000
38.0000 249.0000 2975.0000 3091.0000 1663.0000 776.0000 329.0000 259.0000 658.0000
38.0417 249.0000 2965.0000 3087.0000 1668.0000 771.0000 331.0000 269.0000 660.0000
38.0833 249.0000 2962.0000 3093.0000 1667.0000 768.0000 334.0000 267.0000 660.0000
38.1250 249.0000 2965.0000 3082.0000 1665.0000 765.0000 332.0000 278.0000 664.0000
38.1667 249.0000 2967.0000 3079.0000 1666.0000 767.0000 332.0000 274.0000 666.0000
38.2083 248.0000 2973.0000 3071.0000 1667.0000 765.0000 334.0000 275.0000 667.0000
38.2500 248.0000 2974.0000 3061.0000 1666.0000 763.0000 337.0000 282.0000 669.0000
38.2917 248.0000 2976.0000 3064.0000 1665.0000 761.0000 336.0000 280.0000 670.0000
38.3333 248.0000 2960.0000 3062.0000 1666.0000 765.0000 336.0000 290.0000 673.0000
38.3750 248.0000 2958.0000 3049.0000 1667.0000 764.0000 336.0000 304.0000 674.0000
38.4167 248.0000 2955.0000 3041.0000 1665.0000 761.0000 341.0000 314.0000 675.0000
38.4583 248.0000 2939.0000 3044.0000 1664.0000 757.0000 348.0000 324.0000 676.0000
38.5000 248.0000 2941.0000 3041.0000 1660.0000 761.0000 351.0000 322.0000 676.0000
38.5417 248.0000 2945.0000 3042.0000 1666.0000 756.0000 352.0000 314.0000 677.0000
38.5833 247.0000 2950.0000 3035.0000 1663.0000 756.0000 350.0000 319.0000 680.0000
38.6250 246.0000 2937.0000 3048.0000 1655.0000 754.0000 349.0000 330.0000 681.0000
38.6667 246.0000 2944.0000 3055.0000 1650.0000 755.0000 349.0000 319.0000 682.0000
38.7083 246.0000 2959.0000 3050.0000 1647.0000 758.0000 345.0000 310.0000 685.0000
38.7500 246.0000 2986.0000 3049.0000 1642.0000 758.0000 347.0000 287.0000 685.0000
38.7917 245.0000 2992.0000 3055.0000 1643.0000 758.0000 349.0000 273.0000 685.0000
38.8333 245.0000 2997.0000 3036.0000 1648.0000 752.0000 351.0000 286.0000 685.0000
38.8750 245.0000 3004.0000 3028.0000 1657.0000 749.0000 352.0000 279.0000 686.0000
38.9167 245.0000 3013.0000 3020.0000 1660.0000 747.0000 353.0000 275.0000 687.0000
38.9583 245.0000 3020.0000 3023.0000 1647.0000 757.0000 348.0000 272.0000 688.0000
39.0000 245.0000 3018.0000 3031.0000 1648.0000 758.0000 350.0000 262.0000 688.0000
39.0417 245.0000 3023.0000 3020.0000 1651.0000 760.0000 354.0000 259.0000 688.0000
39.0833 245.0000 3025.0000 3017.0000 1651.0000 758.0000 353.0000 261.0000 690.0000
39.1250 245.0000 3012.0000 3014.0000 1653.0000 764.0000 354.0000 266.0000 692.0000
39.1667 245.0000 3011.0000 3005.0000 1666.0000 756.0000 353.0000 269.0000 695.0000
39.2083 245.0000 3001.0000 3018.0000 1663.0000 751.0000 357.0000 269.0000 696.0000
39.2500 245.0000 3005.0000 3015.0000 1669.0000 751.0000 359.0000 259.0000 697.0000
39.2917 245.0000 2992.0000 3021.0000 1663.0000 750.0000 359.0000 271.0000 699.0000
39.3333 245.0000 2985.0000 3008.0000 1669.0000 749.0000 362.0000 282.0000 700.0000
39.3750 245.0000 2984.0000 2999.0000 1667.0000 750.0000 360.0000 293.0000 702.0000
39.4167 245.0000 2981.0000 2996.0000 1658.0000 748.0000 361.0000 307.0000 704.0000
39.4583 245.0000 2985.0000 2987.0000 1655.0000 747.0000 363.0000 313.0000 705.0000
39.5000 244.0000 2975.0000 2989.0000 1650.0000 748.0000 361.0000 326.0000 707.0000
39.5417 244.0000 2982.0000 2980.0000 1645.0000 752.0000 361.0000 326.0000 710.0000
39.5833 244.0000 2992.0000 2969.0000 1650.0000 754.0000 360.0000 320.0000 711.0000
39.6250 244.0000 2983.0000 2984.0000 1647.0000 755.0000 356.0000 319.0000 712.0000
39.6667 244.0000 2996.0000 2975.0000 1643.0000 757.0000 357.0000 314.0000 714.0000
39.7083 244.0000 3013.0000 2972.0000 1649.0000 751.0000 358.0000 297.0000 716.0000
39.7500 244.0000 3014.0000 2980.0000 1654.0000 750.0000 358.0000 283.0000 717.0000
39.7917 244.0000 3030.0000 2979.0000 1644.0000 750.0000 356.0000 277.0000 720.0000
39.8333 244.0000 3023.0000 2976.0000 1641.0000 755.0000 357.0000 284.0000 720.0000
39.8750 244.0000 3034.0000 2969.0000 1644.0000 760.0000 359.0000 270.0000 720.0000
39.9167 244.0000 3034.0000 2970.0000 1643.0000 759.0000 360.0000 269.0000 721.0000
39.9583 243.0000 3039.0000 2964.0000 1648.0000 758.0000 361.0000 265.0000 722.0000
40.0000 243.0000 3035.0000 2975.0000 1646.0000 753.0000 363.0000 262.0000 723.0000
40.0417 243.0000 3026.0000 2961.0000 1649.0000 747.0000 365.0000 285.0000 724.0000
40.0833 243.0000 3035.0000 2970.0000 1651.0000 743.0000 366.0000 268.0000 724.0000
40.1250 243.0000 3033.0000 2966.0000 1653.0000 741.0000 367.0000 272.0000 725.0000
40.1667 243.0000 3033.0000 2969.0000 1647.0000 742.0000 366.0000 274.0000 726.0000
40.2083 243.0000 3037.0000 2962.0000 1651.0000 745.0000 363.0000 269.0000 730.0000
40.2500 243.0000 3031.0000 2960.0000 1652.0000 741.0000 363.0000 278.0000 732.0000
40.2917 243.0000 3027.0000 2957.0000 1653.0000 739.0000 366.0000 280.0000 735.0000
40.3333 243.0000 3020.0000 2953.0000 1660.0000 739.0000 361.0000 284.0000 740.0000
40.3750 243.0000 3011.0000 2943.0000 1659.0000 742.0000 358.0000 302.0000 742.0000
40.4167 243.0000 3008.0000 2950.0000 1650.0000 742.0000 356.0000 306.0000 745.0000
40.4583 243.0000 2996.0000 2950.0000 1650.0000 746.0000 357.0000 311.0000 747.0000
40.5000 243.0000 2984.0000 2966.0000 1643.0000 744.0000 354.0000 318.0000 748.0000
40.5417 243.0000 2991.0000 2964.0000 1637.0000 746.0000 350.0000 316.0000 753.0000
40.5833 242.0000 2995.0000 2963.0000 1630.0000 745.0000 354.0000 318.0000 753.0000
40.6250 242.0000 2982.0000 2972.0000 1635.0000 745.0000 349.0000 319.0000 756.0000
40.6667 242.0000 2992.0000 2973.0000 1625.0000 747.0000 349.0000 316.0000 756.0000
40.7083 242.0000 2999.0000 2972.0000 1620.0000 747.0000 353.0000 310.0000 757.0000
40.7500 242.0000 3003.0000 2993.0000 1610.0000 742.0000 355.0000 295.0000 760.0000
40.7917 241.0000 3019.0000 2979.0000 1607.0000 743.0000 360.0000 291.0000 760.0000
40.8333 241.0000 3027.0000 2969.0000 1617.0000 742.0000 359.0000 284.0000 761.0000
40.8750 241.0000 3037.0000 2966.0000 1618.0000 750.0000 357.0000 268.0000 763.0000
40.9167 241.0000 3026.0000 2964.0000 1618.0000 753.0000 355.0000 276.0000 767.0000
40.9583 241.0000 3022.0000 2974.0000 1604.0000 757.0000 353.0000 278.0000 771.0000
41.0000 241.0000 3018.0000 2972.0000 1607.0000 757.0000 354.0000 280.0000 771.0000
41.0417 241.0000 3015.0000 2978.0000 1595.0000 760.0000 352.0000 287.0000 772.0000
41.0833 241.0000 3008.0000 2978.0000 1599.0000 764.0000 350.0000 286.0000 774.0000
41.1250 241.0000 3012.0000 2964.0000 1597.0000 764.0000 346.0000 298.0000 778.0000
41.1667 241.0000 3018.0000 2966.0000 1588.0000 762.0000 344.0000 299.0000 782.0000
41.2083 241.0000 3009.0000 2974.0000 1592.0000 760.0000 345.0000 296.0000 783.0000
41.2500 241.0000 3009.0000 2974.0000 1595.0000 759.0000 348.0000 290.0000 784.0000
41.2917 241.0000 3001.0000 2970.0000 1598.0000 759.0000 348.0000 296.0000 787.0000
41.3333 241.0000 2997.0000 2974.0000 1601.0000 757.0000 347.0000 293.0000 790.0000
41.3750 241.0000 2985.0000 2973.0000 1601.0000 757.0000 345.0000 306.0000 792.0000
41.4167 241.0000 2977.0000 2964.0000 1596.0000 755.0000 348.0000 327.0000 792.0000
41.4583 241.0000 2978.0000 2967.0000 1600.0000 754.0000 345.0000 321.0000 794.0000
41.5000 240.0000 2976.0000 2975.0000 1603.0000 751.0000 347.0000 313.0000 795.0000
41.5417 240.0000 2963.0000 2971.0000 1597.0000 756.0000 345.0000 330.0000 798.0000
41.5833 240.0000 2977.0000 2971.0000 1590.0000 760.0000 341.0000 319.0000 802.0000
41.6250 240.0000 2961.0000 2980.0000 1588.0000 761.0000 341.0000 325.0000 804.0000
41.6667 240.0000 2958.0000 2991.0000 1583.0000 760.0000 346.0000 318.0000 804.0000
41.7083 240.0000 2965.0000 2990.0000 1586.0000 759.0000 345.0000 309.0000 806.0000
41.7500 240.0000 2981.0000 2988.0000 1589.0000 758.0000 344.0000 293.0000 807.0000
41.7917 240.0000 2989.0000 2981.0000 1595.0000 754.0000 350.0000 282.0000 809.0000
41.8333 240.0000 2985.0000 2986.0000 1588.0000 751.0000 352.0000 288.0000 810.0000
41.8750 240.0000 2995.0000 2984.0000 1585.0000 750.0000 352.0000 283.0000 811.0000
41.9167 240.0000 2989.0000 2982.0000 1588.0000 752.0000 349.0000 286.0000 814.0000
41.9583 240.0000 2999.0000 2973.0000 1574.0000 753.0000 350.0000 296.0000 815.0000
42.0000 240.0000 2999.0000 2980.0000 1571.0000 756.0000 349.0000 289.0000 816.0000
42.0417 240.0000 2999.0000 2988.0000 1561.0000 759.0000 345.0000 290.0000 818.0000
42.0833 240.0000 3003.0000 2979.0000 1568.0000 758.0000 348.0000 284.0000 820.0000
42.1250 240.0000 2989.0000 2983.0000 1570.0000 760.0000 350.0000 286.0000 822.0000
42.1667 240.0000 2979.0000 2993.0000 1561.0000 759.0000 349.0000 296.0000 823.0000
42.2083 240.0000 2975.0000 2994.0000 1552.0000 757.0000 351.0000 305.0000 826.0000
42.2500 240.0000 2969.0000 2997.0000 1545.0000 757.0000 352.0000 313.0000 827.0000
42.2917 240.0000 2969.0000 3003.0000 1540.0000 751.0000 355.0000 313.0000 829.0000
42.3333 240.0000 2984.0000 2993.0000 1528.0000 754.0000 353.0000 318.0000 830.0000
42.3750 240.0000 2963.0000 3009.0000 1517.0000 759.0000 355.0000 325.0000 832.0000
42.4167 240.0000 2965.0000 3002.0000 1522.0000 754.0000 358.0000 326.0000 833.0000
42.4583 240.0000 2968.0000 2989.0000 1534.0000 753.0000 354.0000 327.0000 835.0000
42.5000 239.0000 2964.0000 2996.0000 1526.0000 754.0000 354.0000 331.0000 836.0000
42.5417 239.0000 2964.0000 2993.0000 1522.0000 752.0000 351.0000 341.0000 838.0000
42.5833 239.0000 2955.0000 3003.0000 1522.0000 749.0000 347.0000 345.0000 840.0000
42.6250 239.0000 2950.0000 3012.0000 1527.0000 747.0000 346.0000 338.0000 841.0000
42.6667 239.0000 2954.0000 3016.0000 1517.0000 757.0000 344.0000 331.0000 842.0000
42.7083 239.0000 2961.0000 3014.0000 1523.0000 756.0000 342.0000 322.0000 843.0000
42.7500 239.0000 2973.0000 3017.0000 1525.0000 757.0000 343.0000 301.0000 845.0000
42.7917 239.0000 2990.0000 3004.0000 1519.0000 756.0000 344.0000 303.0000 845.0000
42.8333 239.0000 2995.0000 3008.0000 1517.0000 756.0000 347.0000 293.0000 845.0000
42.8750 239.0000 2995.0000 3014.0000 1511.0000 754.0000 348.0000 292.0000 847.0000
42.9167 239.0000 2988.0000 3015.0000 1504.0000 752.0000 353.0000 301.0000 848.0000
42.9583 239.0000 2990.0000 3022.0000 1501.0000 748.0000 352.0000 298.0000 850.0000
43.0000 239.0000 2993.0000 3028.0000 1497.0000 743.0000 353.0000 297.0000 850.0000
43.0417 239.0000 3000.0000 3028.0000 1497.0000 734.0000 353.0000 298.0000 851.0000
43.0833 239.0000 3008.0000 3025.0000 1502.0000 729.0000 358.0000 288.0000 851.0000
43.1250 239.0000 2995.0000 3033.0000 1497.0000 730.0000 364.0000 290.0000 852.0000
43.1667 239.0000 2981.0000 3025.0000 1490.0000 730.0000 366.0000 316.0000 853.0000
43.2083 239.0000 2990.0000 3012.0000 1487.0000 731.0000 368.0000 319.0000 854.0000
43.2500 239.0000 2996.0000 3017.0000 1488.0000 723.0000 372.0000 310.0000 855.0000
43.2917 239.0000 2976.0000 3018.0000 1494.0000 721.0000 371.0000 326.0000 855.0000
43.3333 239.0000 2978.0000 3012.0000 1493.0000 724.0000 373.0000 325.0000 856.0000
43.3750 239.0000 2975.0000 3013.0000 1490.0000 724.0000 374.0000 328.0000 857.0000
43.4167 239.0000 2965.0000 3018.0000 1490.0000 724.0000 377.0000 329.0000 858.0000
43.4583 239.0000 2957.0000 3027.0000 1492.0000 722.0000 378.0000 326.0000 859.0000
43.5000 238.0000 2939.0000 3029.0000 1493.0000 723.0000 375.0000 342.0000 861.0000
43.5417 238.0000 2929.0000 3032.0000 1495.0000 724.0000 374.0000 347.0000 861.0000
43.5833 238.0000 2943.0000 3021.0000 1500.0000 719.0000 375.0000 342.0000 862.0000
43.6250 238.0000 2930.0000 3026.0000 1504.0000 715.0000 375.0000 349.0000 863.0000
43.6667 238.0000 2937.0000 3017.0000 1505.0000 714.0000 378.0000 347.0000 864.0000
43.7083 237.0000 2938.0000 3027.0000 1498.0000 718.0000 376.0000 341.0000 865.0000
43.7500 237.0000 2959.0000 3023.0000 1503.0000 711.0000 379.0000 321.0000 867.0000
43.7917 237.0000 2975.0000 3021.0000 1506.0000 710.0000 382.0000 302.0000 867.0000
43.8333 237.0000 2966.0000 3033.0000 1498.0000 714.0000 380.0000 303.0000 869.0000
43.8750 237.0000 2974.0000 3015.0000 1497.0000 716.0000 385.0000 307.0000 869.0000
43.9167 237.0000 2978.0000 3004.0000 1497.0000 714.0000 385.0000 313.0000 872.0000
43.9583 237.0000 2995.0000 3005.0000 1501.0000 711.0000 384.0000 292.0000 875.0000
44.0000 237.0000 2996.0000 2998.0000 1502.0000 714.0000 381.0000 296.0000 876.0000
44.0417 237.0000 2984.0000 3010.0000 1505.0000 716.0000 381.0000 289.0000 878.0000
44.0833 237.0000 2961.0000 3031.0000 1496.0000 716.0000 379.0000 299.0000 881.0000
44.1250 236.0000 2965.0000 3036.0000 1490.0000 718.0000 377.0000 295.0000 883.0000
44.1667 236.0000 2947.0000 3045.0000 1486.0000 723.0000 370.0000 307.0000 886.0000
44.2083 236.0000 2948.0000 3039.0000 1480.0000 726.0000 366.0000 317.0000 888.0000
44.2500 236.0000 2958.0000 3034.0000 1478.0000 731.0000 364.0000 309.0000 890.0000
44.2917 236.0000 2957.0000 3026.0000 1484.0000 724.0000 362.0000 316.0000 895.0000
44.3333 236.0000 2948.0000 3037.0000 1486.0000 717.0000 364.0000 315.0000 897.0000
44.3750 236.0000 2937.0000 3041.0000 1493.0000 716.0000 365.0000 314.0000 898.0000
44.4167 236.0000 2921.0000 3041.0000 1497.0000 711.0000 366.0000 328.0000 900.0000
44.4583 235.0000 2921.0000 3038.0000 1487.0000 717.0000 362.0000 339.0000 901.0000
44.5000 235.0000 2897.0000 3048.0000 1481.0000 719.0000 361.0000 356.0000 903.0000
44.5417 235.0000 2897.0000 3050.0000 1484.0000 710.0000 363.0000 355.0000 906.0000
44.5833 235.0000 2911.0000 3053.0000 1481.0000 713.0000 361.0000 338.0000 908.0000
44.6250 235.0000 2903.0000 3060.0000 1480.0000 715.0000 363.0000 336.0000 908.0000
44.6667 235.0000 2911.0000 3049.0000 1476.0000 720.0000 361.0000 338.0000 910.0000
44.7083 234.0000 2912.0000 3057.0000 1474.0000 722.0000 357.0000 330.0000 914.0000
44.7500 234.0000 2925.0000 3058.0000 1476.0000 724.0000 357.0000 311.0000 915.0000
44.7917 234.0000 2934.0000 3054.0000 1475.0000 727.0000 356.0000 305.0000 915.0000
44.8333 234.0000 2923.0000 3065.0000 1473.0000 724.0000 357.0000 305.0000 919.0000
44.8750 234.0000 2914.0000 3065.0000 1474.0000 724.0000 355.0000 314.0000 920.0000
44.9167 234.0000 2915.0000 3065.0000 1487.0000 725.0000 350.0000 301.0000 923.0000
44.9583 234.0000 2914.0000 3074.0000 1486.0000 724.0000 347.0000 297.0000 924.0000
45.0000 234.0000 2907.0000 3076.0000 1483.0000 726.0000 347.0000 303.0000 924.0000
45.0417 233.0000 2904.0000 3074.0000 1486.0000 726.0000 344.0000 305.0000 928.0000
45.0833 233.0000 2899.0000 3071.0000 1492.0000 722.0000 347.0000 306.0000 930.0000
45.1250 233.0000 2896.0000 3069.0000 1499.0000 723.0000 346.0000 300.0000 934.0000
45.1667 233.0000 2879.0000 3078.0000 1501.0000 727.0000 347.0000 301.0000 934.0000
45.2083 233.0000 2864.0000 3078.0000 1495.0000 729.0000 346.0000 320.0000 935.0000
45.2500 233.0000 2877.0000 3066.0000 1496.0000 727.0000 349.0000 315.0000 937.0000
45.2917 233.0000 2879.0000 3049.0000 1501.0000 728.0000 347.0000 322.0000 941.0000
45.3333 233.0000 2890.0000 3042.0000 1503.0000 727.0000 347.0000 317.0000 941.0000
45.3750 233.0000 2875.0000 3047.0000 1502.0000 724.0000 348.0000 330.0000 941.0000
45.4167 232.0000 2866.0000 3040.0000 1500.0000 727.0000 346.0000 345.0000 944.0000
45.4583 232.0000 2866.0000 3036.0000 1494.0000 730.0000 345.0000 351.0000 946.0000
45.5000 232.0000 2867.0000 3023.0000 1500.0000 727.0000 350.0000 355.0000 946.0000
45.5417 232.0000 2875.0000 3007.0000 1503.0000 728.0000 350.0000 359.0000 946.0000
45.5833 232.0000 2872.0000 3007.0000 1501.0000 733.0000 350.0000 357.0000 948.0000
45.6250 232.0000 2853.0000 3021.0000 1501.0000 732.0000 354.0000 359.0000 948.0000
45.6667 232.0000 2858.0000 3022.0000 1505.0000 735.0000 353.0000 347.0000 948.0000
45.7083 232.0000 2868.0000 3032.0000 1502.0000 737.0000 352.0000 327.0000 950.0000
45.7500 232.0000 2876.0000 3038.0000 1496.0000 732.0000 355.0000 319.0000 952.0000
45.7917 232.0000 2882.0000 3036.0000 1497.0000 727.0000 353.0000 318.0000 955.0000
45.8333 232.0000 2878.0000 3039.0000 1495.0000 724.0000 357.0000 318.0000 957.0000
45.8750 232.0000 2874.0000 3038.0000 1497.0000 724.0000 355.0000 320.0000 960.0000
45.9167 232.0000 2883.0000 3028.0000 1506.0000 718.0000 357.0000 315.0000 961.0000
45.9583 232.0000 2882.0000 3023.0000 1499.0000 723.0000 357.0000 320.0000 964.0000
46.0000 232.0000 2879.0000 3020.0000 1504.0000 715.0000 365.0000 321.0000 964.0000
46.0417 232.0000 2888.0000 3014.0000 1499.0000 714.0000 362.0000 325.0000 966.0000
46.0833 232.0000 2894.0000 3007.0000 1500.0000 713.0000 363.0000 323.0000 968.0000
46.1250 232.0000 2899.0000 3006.0000 1499.0000 710.0000 365.0000 319.0000 970.0000
46.1667 232.0000 2889.0000 3007.0000 1505.0000 702.0000 369.0000 326.0000 970.0000
46.2083 231.0000 2890.0000 3001.0000 1503.0000 699.0000 366.0000 337.0000 973.0000
46.2500 231.0000 2883.0000 3010.0000 1500.0000 699.0000 362.0000 339.0000 976.0000
46.2917 231.0000 2884.0000 3016.0000 1505.0000 697.0000 361.0000 329.0000 977.0000
46.3333 230.0000 2881.0000 3003.0000 1507.0000 697.0000 365.0000 340.0000 977.0000
46.3750 230.0000 2872.0000 2996.0000 1508.0000 700.0000 361.0000 353.0000 980.0000
46.4167 230.0000 2876.0000 2996.0000 1509.0000 697.0000 362.0000 348.0000 982.0000
46.4583 229.0000 2864.0000 2994.0000 1509.0000 699.0000 364.0000 357.0000 984.0000
46.5000 229.0000 2860.0000 2990.0000 1505.0000 701.0000 362.0000 368.0000 985.0000
46.5417 228.0000 2860.0000 2995.0000 1503.0000 701.0000 359.0000 366.0000 988.0000
46.5833 228.0000 2867.0000 3006.0000 1505.0000 696.0000 358.0000 349.0000 991.0000
46.6250 228.0000 2864.0000 2999.0000 1499.0000 694.0000 362.0000 362.0000 992.0000
46.6667 228.0000 2882.0000 2999.0000 1496.0000 688.0000 364.0000 351.0000 992.0000
46.7083 228.0000 2886.0000 3009.0000 1495.0000 682.0000 365.0000 341.0000 994.0000
46.7500 228.0000 2902.0000 3010.0000 1488.0000 688.0000 360.0000 328.0000 996.0000
46.7917 228.0000 2912.0000 3015.0000 1484.0000 684.0000 364.0000 315.0000 998.0000
46.8333 228.0000 2920.0000 3013.0000 1475.0000 683.0000 368.0000 313.0000 1000.0000
46.8750 228.0000 2919.0000 3012.0000 1473.0000 682.0000 367.0000 317.0000 1002.0000
46.9167 228.0000 2937.0000 2999.0000 1472.0000 682.0000 367.0000 312.0000 1003.0000
46.9583 228.0000 2936.0000 2996.0000 1471.0000 683.0000 367.0000 315.0000 1004.0000
47.0000 228.0000 2947.0000 2983.0000 1471.0000 686.0000 368.0000 313.0000 1004.0000
47.0417 228.0000 2947.0000 2980.0000 1471.0000 688.0000 366.0000 313.0000 1007.0000
47.0833 228.0000 2943.0000 2978.0000 1470.0000 690.0000 366.0000 317.0000 1008.0000
47.1250 228.0000 2941.0000 2983.0000 1462.0000 691.0000 369.0000 316.0000 1010.0000
47.1667 228.0000 2943.0000 2978.0000 1462.0000 687.0000 371.0000 320.0000 1011.0000
47.2083 228.0000 2945.0000 2970.0000 1456.0000 691.0000 367.0000 330.0000 1013.0000
47.2500 228.0000 2947.0000 2965.0000 1460.0000 691.0000 367.0000 328.0000 1014.0000
47.2917 228.0000 2951.0000 2943.0000 1463.0000 699.0000 365.0000 335.0000 1016.0000
47.3333 228.0000 2965.0000 2929.0000 1470.0000 698.0000 361.0000 331.0000 1018.0000
47.3750 228.0000 2955.0000 2927.0000 1470.0000 696.0000 362.0000 340.0000 1022.0000
47.4167 228.0000 2946.0000 2939.0000 1459.0000 702.0000 357.0000 343.0000 1026.0000
47.4583 228.0000 2949.0000 2933.0000 1467.0000 701.0000 354.0000 339.0000 1029.0000
47.5000 228.0000 2929.0000 2943.0000 1463.0000 702.0000 356.0000 348.0000 1031.0000
47.5417 228.0000 2930.0000 2943.0000 1467.0000 701.0000 357.0000 340.0000 1034.0000
47.5833 228.0000 2927.0000 2942.0000 1473.0000 703.0000 354.0000 337.0000 1036.0000
47.6250 228.0000 2923.0000 2940.0000 1473.0000 703.0000 353.0000 341.0000 1039.0000
47.6667 228.0000 2937.0000 2930.0000 1479.0000 705.0000 355.0000 327.0000 1039.0000
47.7083 228.0000 2935.0000 2937.0000 1478.0000 701.0000 358.0000 323.0000 1040.0000
47.7500 228.0000 2943.0000 2928.0000 1484.0000 703.0000 354.0000 318.0000 1042.0000
47.7917 228.0000 2955.0000 2928.0000 1482.0000 699.0000 352.0000 312.0000 1044.0000
47.8333 228.0000 2945.0000 2926.0000 1477.0000 700.0000 357.0000 321.0000 1046.0000
47.8750 228.0000 2956.0000 2925.0000 1482.0000 698.0000 355.0000 310.0000 1046.0000
47.9167 228.0000 2956.0000 2932.0000 1480.0000 699.0000 359.0000 299.0000 1047.0000
47.9583 228.0000 2946.0000 2931.0000 1476.0000 699.0000 359.0000 313.0000 1048.0000
48.0000 228.0000 2951.0000 2931.0000 1474.0000 697.0000 360.0000 307.0000 1052.0000
48.0417 228.0000 2944.0000 2941.0000 1472.0000 692.0000 357.0000 312.0000 1054.0000
48.0833 228.0000 2930.0000 2944.0000 1472.0000 693.0000 356.0000 322.0000 1055.0000
