Susceptible Exposed Carrier Infected Hospitalized ICU Recovered Dead "Damping Factor"
33302.24027396316 240.18682895099363 117.52694349595724 166.15013217514655 14.680481482661003 4.106220666596407 75.04094265705015 0.49443262285792705 0.0
33174.30932766567 286.04909802428153 139.0726345183979 193.29196736871677 18.72560520350725 5.486909461491071 102.70999562790865 0.7807181444518633 0.0
33024.18502432113 338.7481927342929 164.80098407655643 226.00823125054518 23.17109761878204 7.170774970081414 135.18303750515676 1.158913537872884 0.0
32847.90414610308 399.8600715176345 195.05313384843035 265.2209884195193 28.169176552565872 9.171752894717539 173.3994440350221 1.647542643458928 0.0
32641.116167898588 470.87316861192335 230.4192101821931 311.90650362579856 33.88037842790477 11.520046167025805 218.4443208277733 2.266460273213846 0.0
32398.991144438663 553.28961547834 271.63792258873383 367.1667280130024 40.475604247221845 14.260965278451756 271.5664847554011 3.037791214612426 0.0
32116.18264021132 648.6521780420566 319.5497336152319 432.2590951658935 48.139650004485524 17.45424899771218 334.20189634155406 3.986813636170257 0.0
31786.830879459176 758.5300692671173 375.0655083927321 508.6094819546895 57.07464437340531 21.1739368884993 407.99891634923176 5.142819329573581 0.0
31404.61684944422 884.4635506890995 439.14338219324026 597.8059916653408 67.5034090787432 25.508584200977353 494.84451412976944 6.53997461303019 0.0
30962.86221002532 1027.88601087124 512.7477405830593 701.5912334306681 79.67127941130018 30.56186241290118 596.8877080566923 8.218211223244147 0.0
30454.710522082332 1189.992733197441 596.8132143400961 821.8226822986259 93.84790166374566 36.45312601994132 716.5619296355778 10.224146776666661 0.0
29873.37002952348 1371.5985032137553 692.1642163558967 960.4399288661805 110.32571179035223 43.31814213096027 856.5976735746829 12.612050559115257 0.0
29212.472095528447 1572.924708858501 799.4499335591433 1119.3759075666637 129.41858270246317 51.30929301796581 1020.0308991532642 15.444835627978094 0.0
28466.50319337187 1793.3894633221753 919.0224565432314 1300.4720090485819 151.45552807185447 60.59554234193113 1210.1930055695507 18.79505774522817 0.0
27631.343113710238 2031.356707221621 1050.822631068397 1505.3369898112007 176.77274577272613 71.36143492947492 1430.6867481787747 22.74588532198734 0.0
26704.859097366494 2283.9092224350047 1194.2372280081265 1735.1862509355947 205.70068994962014 83.80507953273505 1685.3367075863052 27.391980200539717 0.0
25687.52442773744 2546.6620870097427 1347.9612655238361 1990.6436940895255 238.5470078603264 98.13468488410017 1978.1128757786105 32.84021313083938 0.0
24582.99143673721 2813.6635814353763 1509.8844295992474 2271.5153858251597 275.57509820205394 114.56321659152546 2313.0229832846762 39.21012433916806 0.0
23398.518659921152 3077.4561571209747 1677.0014189631113 2576.56901802123 316.9772082139564 133.30111217762396 2693.9686850851344 46.63399651123932 0.0
22145.171265912857 3329.3127031840254 1845.4068409715046 2903.3167280724883 362.84485567946126 154.54659134929858 3124.570843702759 55.25642714202008 0.0
20837.693335796295 3559.6949508354655 2010.3754566649338 3247.852630283898 413.13698626631174 178.47372079884502 3607.965926907533 65.23324846113499 0.0
19493.998286049147 3758.9211758937627 2166.546142113086 3604.7791127945106 467.64876849396734 205.21850769500833 4146.584597435034 76.72966553989936 0.0
18134.29495450698 3917.9573225193303 2308.2442684114817 3967.231799931855 525.9859809333866 234.86340452558588 4741.931005404349 89.9175197814496 0.0
16779.893144521167 4029.27785667539 2429.8689886646716 4327.069543843891 587.5466077539841 267.42148105301106 5394.377036785961 104.97159671633543 0.0
15451.844954185914 4087.632549926506 2526.339676121754 4675.210021693483 651.5152747042979 302.82139605616715 6102.997381405819 122.06500192046737 0.0
14169.607864120038 4090.5738156534835 2593.562815439187 5002.081538175796 716.8744944081428 340.89453171570943 6865.467496457269 141.36370004478317 0.0
12949.879884099499 4038.7054064543945 2628.781726124456 5298.206096072368 782.4313579330916 381.36637341358494 7678.035019183434 163.02039273358312 0.0
11805.783913706982 3935.5550657706576 2630.822472523442 5554.801857012235 846.8621565640012 423.8531757498231 8535.579579531202 187.1680351560709 0.0
10746.467558455739 3787.1183921563324 2600.1856134567624 5764.345261158501 908.7717649379581 467.86502066680123 9431.75930827132 213.91333691099896 0.0
9777.099486797719 3601.1968202465414 2538.9286224488947 5921.064487890892 966.7606379182354 512.8161252280544 10359.229405482189 243.33067000189038 0.0
8899.21848456762 3386.605480736636 2450.4251255903437 6021.263477160841 1019.4959770564765 558.0417151582826 11309.919200239523 275.45679550469356 0.0
8111.3170061722985 3152.392910586401 2339.0270413540875 6063.458434428166 1065.7801039749083 602.820659085834 12275.343345790068 310.28675462264874 0.1720886471898293
342478.8590626343 73.82889260284593 45.09938876476953 18.521680674891602 30.76696161227436 9.097322579042181 29.041319199290623 0.0 0.0
342441.06659002637 86.60928162705274 48.156567774588126 34.98301281837141 26.49624657273958 11.157054782128439 36.13406210094179 0.611812365116957 0.0
342396.44291882054 101.85686529687591 53.56286178307462 50.61830571342869 23.536903704995595 12.518753789184684 45.35308389602322 1.3249350632777501 0.0
342343.56643154606 120.1334280091273 61.1235194581238 66.48926042373087 21.65538701972578 13.415814198910448 56.72598188963831 2.104805522055893 0.0
342280.83344699006 142.00837488341023 70.85625402388102 83.45630901526295 20.692622580093435 14.027126400185548 70.41135079383407 2.9291433806110643 0.0
342206.37874912337 168.12448550249565 82.92276907156374 102.28282760150718 20.54604167550864 14.492066495801476 86.68253722558191 3.785151371521875 0.0
342118.0069091729 199.23714792909996 97.59830590448814 123.70330392216529 21.15773993192102 14.921727158482229 105.92199638080355 4.667497667580065 0.0
342013.1226100441 236.24404036345217 115.26097525772468 148.47259649559422 22.50675835300026 15.407492322603401 128.62326693138044 5.576888299495287 0.0
341888.65407657484 280.2130173047723 136.3921830250431 177.40536686434666 24.604260117672617 16.027730091098924 155.39890409283254 6.519089996727081 0.0
341740.96437454177 332.41269582629377 161.58407231015462 211.41126965783602 27.490907063434605 16.85312741927997 186.99386139425744 7.50431985432236 0.0
341565.7496637234 394.34660778556275 191.55227446747242 251.5284708249822 31.235891536648385 17.951106665663275 224.3036977784097 8.546915285280312 0.0
341357.91917186335 467.79343461093583 227.15313322444462 298.9584731595163 35.937409950465884 19.38959850023289 268.3981487978462 9.665257960529141 0.0
341111.45538098674 554.8535161048835 269.4053246421517 355.10350061857554 41.72435595311224 21.240441676913164 320.55020053622724 10.881907548745575 0.0
340819.25440612814 658.001329439532 319.51562107187846 421.60698115426794 48.75911078655819 23.582545742904696 382.2707097659528 12.223923978031804 0.0
340472.93155242817 780.1497801790566 378.90954698212335 500.40225941378696 57.241580664855725 26.505099961970615 455.35140006403697 13.723408373270576 0.0
340062.6141708841 924.7153870212353 449.26694975675235 593.762020925939 67.41417609912425 30.110723779563376 541.9130168592266 15.418182741467033 0.0
339576.68775956996 1095.6993663117732 532.56214078594 704.3608970726174 79.56812566168166 34.51897785791605 644.4646422542627 17.352718553137073 0.0
339001.50423836475 1297.7786372279143 631.1096272763858 835.3476016383859 94.05115610954242 39.870243460195375 765.973832173657 19.57929181652536 0.0
338321.0868293737 1536.3877434897715 747.6176911278102 990.413447596244 111.2763207542857 46.329721896556656 909.9435906060736 22.15928322295865 0.0
337516.7565280639 1817.830012888663 885.2407606870574 1173.8898436740135 131.73241411365453 54.092416268721315 1080.5077846451982 25.164867726084534 0.0
336566.73251027125 2149.384897637234 1047.6396587336992 1390.850730361871 155.99625463638978 63.38865229457636 1282.5409301868835 28.680993945432604 0.0
335445.7592174643 2539.3799388798184 1239.0548495436208 1647.1988959660514 184.7466321189221 74.48985769438737 1521.7776795889401 32.807556811314534 0.0
334124.6259859108 2997.311112978352 1464.3510597561167 1949.8112903948434 218.7791773217013 87.71609667716145 1804.9577114446317 37.662193583760455 0.0
332569.7295047848 3533.903352320641 1729.0822252628427 2306.6591372014695 259.02435423991034 103.44400374699676 2139.9886031683327 43.383447342348916 0.0
330742.7273075653 4161.087982823442 2039.5658824894049 2726.8940867530546 306.56739092245124 122.1152559530438 2536.1224577644384 50.1342637962043 0.0
328600.0741180549 4892.066650770274 2402.836053255259 3221.0619280890533 362.66485997911957 144.2478168862672 3004.156754509063 58.106446523384776 0.0
326092.96012468415 5741.023363348554 2826.762961235702 3801.0690617845003 428.7724580287189 170.44534893783964 3556.6560729198786 67.52523712800038 0.0
323167.08566951094 6723.051168537322 3319.841710648025 4480.436679757515 506.55693723222595 201.41124295944599 4208.176054671764 78.65516475008846 0.0
319763.07642808463 7853.533221792898 3891.230585991188 5274.166535864983 597.9249560200055 237.95953013122727 4975.517226187994 91.8061439943633 0.0
315817.02746792545 9147.60354341397 4550.410631314616 6198.820734393442 705.0311343469062 281.029279754609 5877.951193078348 107.34064383996257 0.0726142580653375
311432.81270007516 10462.55612910516 5293.81284740724 7270.99779916782 830.2845050573144 331.6963632400449 6937.372776030036 125.68150798442184 0.0726142580653375
306601.0838124802 11818.070990827211 6081.734851544989 8492.897972303466 976.0656572828414 391.1732824799096 8176.867710112691 147.32035103600884 0.0726142580653375
301132.0192219761 13357.893488597476 6935.4673543927265 9862.728107164887 1144.2581137967434 460.753935683881 9619.270046383095 172.82436007241196 0.0726142580653375
294991.252056555 15062.10690316001 7873.268308596246 11388.872657382331 1336.5630686336617 541.7583121750372 11288.554041968477 202.83927959653062 0.0726142580653375
288146.0542095311 16914.586710913914 8902.222263147598 13083.38660194851 1554.7827635034419 635.5280353261353 13210.563404807706 238.09063888881815 0.0726142580653375
461261.21530237235 190.47670150229308 5.532361703231157 100.17303035906585 45.164975606015744 5.709665547986493 14.45527346304808 0.0 0.0
461217.633153509 177.4019624983218 48.46761799812658 96.60644910829562 40.96922531274431 9.919484183735214 31.254812465285838 0.47460547842125506 0.0
461150.35525579867 188.03229209904558 75.44319601432875 107.59983509691283 37.6638701615711 13.113424119100102 49.3494242111077 1.1700130531547108 0.0
461063.4310113937 212.6462539828289 96.89972188179134 126.68669371576951 35.4885171094264 15.551440281418488 69.990558152753 2.0331140362195526 0.0
460957.04183503304 247.39507933908843 117.80231028195648 151.46243516149306 34.49192053800097 17.47242770369079 94.03543555647904 3.0258669400814853 0.0
460829.3068461699 291.2087745131546 140.70076750264985 181.3911566152639 34.66620402593864 19.08399905350112 122.24592567732778 4.1236369960802195 0.0
460677.0463030652 344.4098689940726 167.1227655516913 216.83617857024902 36.00406389615094 20.564071921018368 155.43072583057605 5.313332724798294 0.0
460496.06222554564 408.10582712686676 198.21371050859835 258.6444075079458 38.5225610111098 22.066626173379184 194.52016626386168 6.59178641643885 0.0
460281.18857307895 483.9388058047517 235.03782227048836 307.9819566102251 42.27300586366155 23.728486885301606 240.61413979908136 7.964520241290017 0.0
460026.2235525603 574.0020520971689 278.72853518633315 366.28497393010184 47.34560391168789 25.675957745320083 295.0217158976038 9.444919225261163 0.0
459723.79353152664 680.8373875445834 330.5727352012462 435.26536696171735 53.87261085994569 28.030982703336633 359.3009120699729 11.053783686302813 0.0
459365.1676735502 807.4740839399008 392.07002881659275 516.943954071764 62.031829336531786 30.916823992403955 435.3036696012477 12.819247245072209 0.0
458940.0339792215 957.4930963622859 464.9811285813602 613.7005867659432 72.05089168564288 34.46341553846948 525.2272087011113 14.777003697485597 0.0
458436.22684774786 1135.1106184272667 551.3786981126522 728.3381165921812 84.21313033249295 38.81260363260119 631.676405711578 16.970889997131252 0.0
457839.42415410053 1345.27234500672 653.6997171990366 864.1546041105324 98.86469679534206 44.123352544197616 757.7347126509405 19.453728146481193 0.0
457132.7948029005 1593.7616017134208 774.8049785426177 1025.028117816911 116.42348033390252 50.57718314165569 907.0486325393678 22.288513565334277 0.0
456296.57314660563 1887.3327281285824 918.0423420167897 1215.5246316307948 137.38999865924274 58.38426472338276 1083.930185092369 25.55001369692936 0.0
455307.6468730658 2233.819738062301 1087.3251830469924 1440.9916557305023 162.3600950872874 67.78945681452852 1293.4677560534064 29.326552692874117 0.0
454139.0383006217 2642.2848686363564 1287.2065436388475 1707.6933681773473 192.03972175821423 79.07967191350431 1541.6624656831677 33.722370124633116 0.0
452759.32247102907 3123.180542722048 1522.9519986455687 2022.9703022193444 227.2619657079374 92.59228061024147 1835.587264275322 38.86048534429756 0.0
451132.1382528883 3688.418333687472 1800.654394327604 2395.3418242705097 269.00756629441764 108.72332148366425 2183.557864389453 44.88575321237298 0.0
449215.521861877 4351.532834955932 2127.282065374825 2834.7183035300295 318.4254137711349 127.93855485356303 2595.339390913173 51.968885278102 0.0
446961.3545309023 5127.722934144091 2510.7713420115224 3352.549009263025 376.8580695599256 150.784658457141 3082.3758503883914 60.31091582732699 0.0
444314.8712784574 6033.829926685526 2960.0907305331684 3961.9736059907636 445.868398239683 177.9019279173151 3658.0430841540488 70.14835857587848 0.0
441214.16347484436 7088.317159206639 3485.198601452283 4678.055615277774 527.2642576036999 210.03946607140273 4337.929296004752 81.75944009285224 0.0
437590.11577531346 8310.88055508102 4097.126432227153 5517.786563659047 623.1334388333223 248.0693505112227 5140.144361324048 95.47083360454913 0.0
433366.37404881424 9722.146594892853 4807.734346259606 6500.309711595767 735.8630580862723 293.00497554659614 6085.628808739523 111.66576661894455 0.6914813860253377
430212.2356994702 9739.666641057569 5494.829660996934 7633.478675497371 868.0787565948248 346.01546197366633 7197.629577705423 130.7928372577506 0.6914813860253377
428540.03032628994 8564.101289004497 5681.551985756441 8769.962491715292 1019.8099881460303 408.3185638206908 8485.578782010578 153.37388381024445 0.6914813860253377
426797.8135320242 7762.729958181056 5559.199014931031 9728.064063554679 1184.0230811215338 480.5474139702322 9930.359854506125 179.99039226487244 0.6914813860253377
425039.5201335813 7189.356772128385 5316.316251075328 10452.259297904267 1350.7472654247542 562.2004976825365 11501.098324852072 211.22876790512984 0.6914813860253377
423295.1307221627 6757.445168081376 5042.5512468602765 10951.08125121434 1511.0645803833952 651.7265057291353 13166.11547721467 247.61235890793637 0.6914813860253377
421580.8896666316 6415.300771165973 4777.2865904905875 11257.157742569885 1658.427429848281 746.886706187364 14897.229587143675 289.54881651639676 0.6914813860253377
419905.4367135076 6131.5350133896745 4535.140247219453 11408.430139766042 1788.7343939797238 845.136483798013 16671.013781034864 337.30053785839715 0.6914813860253377
418273.1842140893 5886.759437811485 4319.143431302387 11440.10191575293 1899.9316812200282 943.9303610608382 18468.700341284013 390.9759280327869 0.6914813860253377
11987.162580512697 109.31373610903452 42.81316981425785 62.520979088001276 16.224862443155597 8.737856847402517 12.580533319900566 0.0 0.0
11938.363033888822 122.12484587212961 55.47869882869534 73.24586968466565 15.921196330442045 9.402396621948222 24.272789751443547 0.544887156302952 0.0
11878.860855187859 140.69336361865072 67.36706098809404 87.31344103868678 16.12626859445113 9.970438979262607 37.89592745980428 1.1263622676389844 0.0
11808.023573688053 164.036276696317 80.04892048902452 104.24068508944306 16.86354126327505 10.515962734670012 53.883863026398316 1.7408951472674257 0.0
11724.561256163024 191.99115152432393 94.38094538600356 124.10374285844057 18.14662818785973 11.104710745212891 72.67613620654843 2.389147063035485 0.0
11626.77533308473 224.786457491458 110.9148474008622 147.24982141106943 19.995247198250368 11.795263267394223 94.76124852832244 3.0754997523595833 0.0
11512.677658257757 262.83615299901476 130.0791533208977 174.17085959513204 22.441375904219317 12.641154741293285 120.699676245591 3.807687070543884 0.0
11380.059197122298 306.6315304980531 152.25598735226615 205.44801405055293 25.531251269359682 13.693135861511344 151.13804166632264 4.596560314084022 0.0
11226.54759417189 356.6708876722402 177.8082131213905 241.72485048772376 29.325651000815782 15.001236776009709 186.81930024198252 5.455984662394347 0.0
11049.673622431248 413.40043907540417 207.0797405552022 283.6908428229764 33.899307513356035 16.61653324289255 228.59038179154487 6.402850701822071 0.0
10846.961231389329 477.1498040918968 240.38294764274994 332.0620601001858 39.33997651266699 18.592559769595287 277.40795786010597 7.457180767916942 0.0
10616.043472214948 548.064315669374 277.96873486194664 387.56165324652096 45.74655425605792 20.986411087282445 334.34026512833805 8.642311669978897 0.0
10354.819168231013 626.0170378292063 319.9984495645189 450.88101989725095 53.227174473052955 23.859396883863138 400.5663413068542 9.985129948687646 0.0
10061.633334006186 710.5286036621824 366.4921085550733 522.6436086456926 61.89533799205437 27.27736578913899 477.3670230954668 11.516336388652434 0.0
9735.494413029697 800.6723898638136 417.287742662612 603.3415059783543 71.86581540014414 31.3104346950645 566.1107025065345 13.270713998226904 0.0
9376.294834829027 895.0074635519686 471.9827003021571 693.2739467147142 83.24809116261802 36.03221275548154 668.2271065804475 15.287362238034532 0.0
8985.0296754784 991.5275063391716 529.8936357390849 792.4637830172719 96.13900774076197 41.5182621192871 785.1719821069149 17.60986559355403 0.0
8563.969795120705 1087.6652889706043 590.0204029997574 900.5764913967422 110.61328320450677 47.84380790484373 918.3783019278147 20.286346609474084 0.0
8116.757817603175 1180.364602358626 651.0297412370112 1016.8439815501996 126.71256111797642 55.08060131273494 1069.1950594381324 23.369353516594234 0.0
7648.399703007932 1266.2193023101515 711.281592736799 1139.9939071397177 144.43417295596893 63.292856077726505 1238.8166468838729 26.91553702228081 0.0
7165.116375176654 1341.698770350317 768.8839896622324 1268.214283726894 163.7194179913257 72.53243480436345 1428.2033903074864 30.985056115175766 0.0
6674.055947438323 1403.4333342737011 821.7897589617603 1399.157426621249 184.4431622155842 82.83343455545975 1637.9999792721494 35.64067479622388 0.0
6182.892862407776 1448.5130510269885 867.946520963118 1529.9816592599184 206.40685568269032 94.20636934494053 1868.4598723558051 40.94652709321349 0.0
5699.337407818393 1474.7911998270295 905.4434211485266 1657.468465389005 229.33454916581005 106.63266094831859 2119.3794834730365 46.96653036433028 0.0
5230.641196160708 1481.1025498453064 932.6815930802977 1778.1764785639202 252.87522846978763 120.05971254434938 2390.0544716175186 53.762487852562245 0.804559875714971
4959.90729770551 1306.0893527451522 934.5668314782732 1887.228729233131 276.60144634300696 134.39705284799845 2679.171077331751 61.39193044963129 0.804559875714971
4873.873105383104 1029.3638104738532 868.696013159924 1965.049458825757 299.7421018611781 149.50188104361857 2983.2217849767453 69.90556241026876 0.804559875714971
4792.695409884553 822.683164638536 768.6531860840507 1994.3108340713384 320.8723083361694 165.12021810659652 3295.676071419583 79.34252559362086 0.804559875714971
4718.0511614018205 665.8390963511291 661.8847118955299 1975.0311807137755 338.52752140557675 180.85803242107838 3609.439574306438 89.72243963909786 0.804559875714971
4650.48675307071 545.0055847626741 561.3716452842235 1915.2765913477601 351.66963860738366 196.22823072908685 3918.2771248260797 101.0381495065285 0.804559875714971
4589.926463838297 450.59271721103886 472.3644701128402 1825.4189879507533 359.7873875726761 210.72132537797262 4217.290110020002 113.25225605086668 0.804559875714971
4535.979466369441 375.8499335491445 396.1512772900801 1715.4261567610304 362.832807904245 223.86687365924942 4502.949501312174 126.29770128908186 0.804559875714971
4488.113194292401 315.9573464497918 332.1282037536389 1593.7591896590925 361.10318568350436 235.27513649575292 4772.935996339149 140.08146546111536 0.804559875714971
4445.749339483486 267.42635044038394 278.90750558166803 1467.085090560682 355.11990847910727 244.6588331023154 5025.916536083719 154.49015440308372 0.804559875714971
4408.315370325239 227.69886330273656 234.88751285522116 1340.3705788184388 345.5258222140218 251.8387767289241 5261.320408781752 169.39638510811113 0.804559875714971
2052.123574170636 118.89445482937153 104.20446558868004 58.30517438476902 9.479995914235683 11.990568528988488 20.091190703444017 0.0 0.0
1978.9858643120297 149.8278198005474 98.8605075062393 90.98940589260644 10.624757215652535 11.505609284682283 33.591654627340446 0.7038054810267752 0.0
1902.7179362527029 175.21987252213808 102.38659690477121 118.3498164383409 12.650892412105682 11.276297683356105 51.102187942337665 1.3858239643720751 0.0
1821.1792308861216 198.350580976902 110.56351519168979 143.9285519786658 15.287759027716323 11.352048770671617 72.36465667239175 2.0630806159658106 0.0
1733.7566475024787 220.3287123439222 121.25413504161303 169.4461201537951 18.40213179482109 11.753174146079171 97.39391722514225 2.7545859122730434 0.0
1640.7161412288797 241.21977108466376 133.24752628599518 195.6817535703102 21.926860073369507 12.486130511751199 126.3311390738248 3.480102291330474 0.0
1542.9046537116242 260.57728673323925 145.7292095499174 222.88193642706634 25.82385916098446 13.550672258706479 159.36225063680524 4.2595556417816764 0.0
1441.5862496449852 277.719340811747 158.04465858608907 250.95314669166495 30.063757951988205 14.94282625746141 196.66670695667008 5.112737219519223 0.0
1338.3171852990731 291.898825796997 169.60447324216688 279.55914267242036 34.61401086716678 16.655650152286906 238.38102548611812 6.059110603895759 0.0
1234.8221729234049 302.4273749699226 179.86086188254959 308.1800546383131 39.43175968104989 18.6788106511593 284.57076433567477 7.117625038051099 0.0
1132.8638226034534 308.771620467258 188.32056438597394 336.1604795921975 44.45983635704001 20.997581868412045 335.2090349285217 8.30648391726877 0.0
1034.1121374538166 310.6237664440286 194.57236167295048 362.7599522260958 49.62517524607265 23.59167218966001 390.1615130384293 9.642845849071708 0.0
940.0294900154223 307.9394012941961 198.31787432118426 387.20771031940967 54.8394285100316 26.4341595823882 449.17890247854814 11.142457598944935 0.0
851.7853754938717 300.938751405703 199.39680511829857 408.75933316728225 60.00160124534926 29.490753015594763 511.8975724966651 12.819232177360302 0.0
770.2081967987856 290.0766552184483 197.79612587186196 426.7537988602201 65.0022031960698 32.719576205517605 577.8480707263433 14.68479724287818 0.0
695.7778017582289 275.9850680849069 193.64583224004556 440.66131246819367 69.72867125139088 36.07153478663165 646.471155430125 16.748048100602166 0.0
628.6523445603392 259.40148642282804 187.2006457858032 450.11775410679326 74.0714365326738 39.491298597424546 717.139717768472 19.014740345790965 0.0
568.7183425607417 241.0976271470326 178.8084053851099 454.9450613252208 77.92981887943544 42.918868789248386 789.1841387893252 21.487161244011027 0.0
515.6539109195859 221.81551605456664 168.87543997528152 455.1524512654907 81.21740738331722 46.2915751154544 861.9192164314402 24.163906974988297 0.0
468.993193468002 202.2203718847059 157.82998312661704 450.92345154920605 83.86623809244055 49.5463669290258 934.670029595905 27.039789474222587 0.0
428.18521496156586 182.8706117381793 146.09094987622294 442.5900444688733 85.82955352887582 52.622176937148616 1006.7949855497486 30.105887059510565 0.0
392.6420940141341 164.2057284875966 134.04203340189838 430.5999649886343 87.08296272773612 55.46221515031315 1077.7046953558392 33.34972999397307 0.0
361.77594182732173 146.5462946921222 122.01653501888862 415.47876515040497 87.62420649448907 58.01595727128952 1146.8761025947572 36.75562107085152 0.0
335.02372557957614 130.10552139560082 110.28582207052862 397.79584747718843 87.47140841352387 60.240808650477895 1213.8612295794858 40.30506095374347 0.0
