
Time   S       E       I_NS    I_Sy    I_Sev   I_Crit  R       D      
 0.0000 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.0417 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.0833 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.1250 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.1667 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.2083 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.2500 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.2917 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.3333 25.0000 14.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.3750 24.0000 15.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.4167 24.0000 15.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.4583 23.0000 16.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.5000 23.0000 16.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.5417 23.0000 16.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.5833 22.0000 17.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.6250 21.0000 18.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.6667 19.0000 20.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.7083 19.0000 20.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.7500 18.0000 21.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.7917 18.0000 21.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.8333 18.0000 21.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.8750 18.0000 21.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.9167 18.0000 21.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 0.9583 18.0000 21.0000  2.0000  2.0000  4.0000  3.0000  0.0000  0.0000
 1.0000 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.0417 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.0833 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.1250 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.1667 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.2083 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.2500 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.2917 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.3333 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.3750 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.4167 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.4583 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.5000 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.5417 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.5833 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.6250 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.6667 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.7083 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.7500 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.7917 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.8333 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.8750 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.9167 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 1.9583 18.0000 21.0000  0.0000  1.0000  2.0000  0.0000  5.0000  3.0000
 2.0000 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.0417 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.0833 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.1250 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.1667 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.2083 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.2500 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.2917 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.3333 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.3750 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.4167 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.4583 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.5000 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.5417 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.5833 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.6250 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.6667 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.7083 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.7500 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.7917 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.8333 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.8750 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.9167 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 2.9583 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.0000 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.0417 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.0833 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.1250 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.1667 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.2083 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.2500 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.2917 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.3333 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.3750 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.4167 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.4583 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.5000 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.5417 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.5833 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.6250 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.6667 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.7083 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.7500 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.7917 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.8333 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
 3.8750 18.0000 21.0000  0.0000  0.0000  0.0000  0.0000  7.0000  4.0000
